# Too few sequence #1
# Number of KBar units = 1506
091514 091614 8348.0 8363.0 8346.0 8350.0
091515 091615 8346.0 8363.0 8346.0 8350.0
091521 091621 8351.0 8363.0 8347.0 8347.0
091549 091636 8363.0 8363.0 8345.0 8345.0
091549 091637 8363.0 8363.0 8345.0 8345.0
091549 091638 8363.0 8363.0 8343.0 8343.0
091549 091639 8363.0 8363.0 8341.0 8341.0
091549 091648 8363.0 8363.0 8341.0 8354.0
091558 091651 8347.0 8363.0 8340.0 8340.0
091559 091659 8363.0 8363.0 8340.0 8354.0
091608 091706 8350.0 8354.0 8340.0 8340.0
091608 091707 8350.0 8354.0 8340.0 8343.0
091608 091708 8350.0 8354.0 8340.0 8344.0
091609 091709 8351.0 8354.0 8340.0 8344.0
091613 091711 8351.0 8354.0 8340.0 8345.0
091613 091713 8351.0 8359.0 8340.0 8359.0
091614 091714 8350.0 8359.0 8340.0 8347.0
091621 091716 8347.0 8359.0 8340.0 8358.0
091621 091719 8347.0 8359.0 8340.0 8344.0
091636 091722 8345.0 8359.0 8340.0 8358.0
091636 091726 8345.0 8359.0 8340.0 8346.0
091636 091729 8345.0 8359.0 8340.0 8345.0
091636 091731 8345.0 8359.0 8340.0 8346.0
091636 091733 8345.0 8359.0 8340.0 8346.0
091636 091734 8345.0 8359.0 8340.0 8346.0
091636 091735 8345.0 8359.0 8340.0 8358.0
091636 091736 8345.0 8359.0 8340.0 8358.0
091659 091754 8354.0 8359.0 8340.0 8349.0
091659 091757 8354.0 8359.0 8340.0 8348.0
091706 091800 8340.0 8359.0 8340.0 8349.0
091706 091805 8340.0 8359.0 8340.0 8346.0
091706 091806 8340.0 8359.0 8340.0 8346.0
091714 091814 8347.0 8358.0 8344.0 8344.0
091719 091819 8344.0 8358.0 8344.0 8346.0
091722 091822 8358.0 8358.0 8344.0 8358.0
091726 091825 8346.0 8358.0 8344.0 8347.0
091731 091830 8346.0 8358.0 8344.0 8349.0
091736 091836 8358.0 8358.0 8344.0 8350.0
091754 091846 8349.0 8365.0 8344.0 8365.0
091754 091847 8349.0 8365.0 8344.0 8354.0
091754 091848 8349.0 8365.0 8344.0 8354.0
091754 091849 8349.0 8367.0 8344.0 8367.0
091757 091857 8348.0 8367.0 8344.0 8352.0
091800 091859 8349.0 8367.0 8344.0 8352.0
091806 091906 8346.0 8367.0 8344.0 8350.0
